time_sec, lat_deg, lon_deg, speed_mps, heading_deg, pitch_deg, roll_deg, gps_hdg, imu_hdg, imu_hdg_error, imu_hdg_bias, gpsFixQual, numSat
218.84, 39.31343460083, -77.03662109375, 0.85, -47.57, -9.50, 2.63, -41.97, -39.18, -8.47, -8.39, SPS, 10
219.05, 39.31343460083, -77.03662109375, 0.90, -48.69, -9.00, 2.31, -42.63, -40.31, -8.47, -8.39, SPS, 10
219.25, 39.31343460083, -77.03662109375, 0.93, -50.07, -8.25, 2.06, -43.57, -41.68, -8.47, -8.39, SPS, 10
219.45, 39.31343460083, -77.03662872314, 0.95, -51.69, -7.38, 1.31, -45.58, -43.31, -8.47, -8.39, SPS, 10
219.66, 39.31343841553, -77.03662872314, 0.94, -53.63, -6.69, 0.88, -44.85, -45.24, -8.47, -8.39, SPS, 10
219.86, 39.31343841553, -77.03663635254, 1.28, -56.01, -6.19, 0.69, -62.42, -47.62, -8.47, -8.39, SPS, 10
220.07, 39.31343841553, -77.03663635254, 1.51, -58.51, -6.19, 0.44, -71.82, -50.12, -8.47, -8.39, SPS, 10
220.27, 39.31343841553, -77.03663635254, 2.05, -61.32, -6.56, -0.13, -77.85, -52.93, -8.47, -8.39, SPS, 10
220.47, 39.31343841553, -77.03664398193, 2.27, -75.89, -6.88, 0.31, -80.16, -56.06, -23.40, -19.84, SPS, 10
220.68, 39.31344223022, -77.03665161133, 2.38, -82.01, -7.31, 0.50, -84.01, -59.49, -23.52, -22.51, SPS, 10
220.88, 39.31344223022, -77.03665924072, 2.56, -86.41, -7.69, 0.50, -86.31, -62.87, -23.97, -23.54, SPS, 10
221.09, 39.31344223022, -77.03666687012, 2.63, -89.93, -8.00, 0.38, -89.44, -66.43, -23.51, -23.50, SPS, 10
221.29, 39.31344223022, -77.03667449951, 2.65, -92.53, -8.50, -0.06, -89.99, -70.31, -21.20, -22.23, SPS, 10
221.49, 39.31344223022, -77.03668212891, 2.86, -95.09, -8.44, -0.25, -94.74, -73.99, -21.24, -21.10, SPS, 10
221.70, 39.31344223022, -77.03668212891, 2.91, -98.26, -8.38, -0.31, -97.28, -77.93, -19.74, -20.33, SPS, 10
221.90, 39.31343841553, -77.03668975830, 3.05, -101.51, -8.19, -0.38, -101.88, -82.06, -19.07, -19.45, SPS, 10
222.11, 39.31343841553, -77.03669738770, 3.20, -105.51, -8.00, -0.63, -104.67, -85.99, -19.39, -19.52, SPS, 10
222.26, 39.31343841553, -77.03670501709, 3.32, -107.37, -8.00, -0.75, -105.78, -88.93, -17.79, -18.44, SPS, 10
222.46, 39.31343460083, -77.03671264648, 3.43, -109.25, -7.81, -0.75, -107.28, -92.68, -15.54, -16.57, SPS, 10
222.67, 39.31343460083, -77.03672027588, 3.47, -112.99, -7.81, -0.31, -112.55, -96.31, -17.06, -16.68, SPS, 10
222.87, 39.31343078613, -77.03672790527, 3.63, -114.17, -7.94, -0.13, -113.93, -99.49, -14.18, -14.68, SPS, 10
223.07, 39.31342697144, -77.03673553467, 3.76, -115.89, -7.88, -0.06, -115.60, -102.43, -12.73, -13.46, SPS, 10
223.28, 39.31342315674, -77.03674316406, 3.90, -117.76, -8.19, 0.38, -117.85, -105.37, -11.84, -12.39, SPS, 10
223.48, 39.31341934204, -77.03675079346, 4.06, -120.47, -8.13, 0.44, -121.08, -107.62, -13.28, -12.86, SPS, 10
223.69, 39.31341934204, -77.03675842285, 4.04, -122.74, -8.06, 0.56, -122.10, -109.74, -12.83, -12.99, SPS, 10
223.89, 39.31341552734, -77.03676605225, 4.12, -122.73, -8.19, 0.81, -121.96, -111.49, -9.79, -11.23, SPS, 10
224.09, 39.31341171265, -77.03677368164, 4.24, -124.22, -8.31, 0.94, -123.82, -113.24, -11.11, -10.98, SPS, 10
224.30, 39.31340408325, -77.03678131104, 4.32, -125.19, -8.19, 0.75, -125.01, -114.68, -10.24, -10.51, SPS, 10
224.50, 39.31340026855, -77.03679656982, 4.43, -126.25, -8.13, 0.81, -125.98, -115.93, -10.22, -10.32, SPS, 10
224.71, 39.31339645386, -77.03679656982, 4.51, -126.92, -8.25, 1.31, -126.27, -116.99, -9.68, -9.93, SPS, 10
224.91, 39.31339263916, -77.03680419922, 4.66, -127.16, -8.31, 1.00, -127.02, -117.87, -8.99, -9.30, SPS, 10
225.11, 39.31338500977, -77.03681945801, 4.72, -127.65, -8.38, 0.94, -127.49, -118.74, -8.59, -8.91, SPS, 10
225.32, 39.31337738037, -77.03682708740, 4.87, -129.27, -8.44, 0.63, -129.28, -119.49, -10.72, -9.77, SPS, 9
225.52, 39.31337738037, -77.03683471680, 4.98, -129.43, -8.50, 0.50, -128.81, -120.12, -8.83, -9.31, SPS, 9
225.68, 39.31336975098, -77.03684234619, 5.12, -129.34, -8.63, 0.75, -128.80, -120.49, -8.69, -8.84, SPS, 9
225.88, 39.31336212158, -77.03684997559, 5.18, -129.21, -8.69, 0.88, -128.80, -120.87, -8.14, -8.34, SPS, 9
226.08, 39.31335830688, -77.03686523438, 5.30, -129.06, -8.88, 0.69, -128.71, -121.12, -7.74, -7.94, SPS, 9
226.29, 39.31335067749, -77.03687286377, 5.34, -128.77, -8.94, 0.69, -128.54, -121.18, -7.42, -7.59, SPS, 9
226.49, 39.31334304810, -77.03688049316, 5.39, -128.58, -8.94, 0.75, -128.34, -121.24, -7.20, -7.34, SPS, 9
226.70, 39.31333923340, -77.03689575195, 5.43, -128.46, -9.13, 0.94, -128.52, -121.18, -7.34, -7.31, SPS, 9
226.90, 39.31333541870, -77.03690338135, 5.52, -128.60, -9.00, 1.13, -128.37, -121.24, -7.13, -7.24, SPS, 9
227.10, 39.31332778931, -77.03691864014, 5.56, -128.37, -9.00, 1.25, -127.98, -121.24, -6.74, -6.93, SPS, 9
227.31, 39.31332015991, -77.03691864014, 5.62, -127.93, -9.00, 1.19, -127.36, -121.18, -6.18, -6.46, SPS, 10
227.51, 39.31331634521, -77.03693389893, 5.73, -127.47, -9.06, 1.31, -127.07, -121.24, -5.83, -6.03, SPS, 9
227.72, 39.31330871582, -77.03694915771, 5.85, -127.16, -9.00, 1.50, -127.33, -121.12, -6.21, -6.13, SPS, 9
227.92, 39.31330108643, -77.03695678711, 5.99, -127.09, -9.00, 1.31, -127.29, -120.87, -6.42, -6.32, SPS, 10
228.12, 39.31329727173, -77.03696441650, 6.10, -126.98, -9.06, 1.19, -127.34, -120.56, -6.78, -6.60, SPS, 10
228.33, 39.31328964233, -77.03697967529, 6.22, -127.05, -9.13, 1.19, -127.27, -120.31, -6.96, -6.85, SPS, 9
228.53, 39.31327819824, -77.03699493408, 6.36, -126.96, -9.06, 1.13, -127.04, -119.99, -6.98, -6.97, SPS, 10
228.74, 39.31327056885, -77.03700256348, 6.48, -126.57, -9.06, 1.19, -126.65, -119.62, -6.97, -6.95, SPS, 10
228.94, 39.31326293945, -77.03701782227, 6.69, -126.00, -9.00, 1.31, -125.99, -119.31, -6.56, -6.70, SPS, 10
229.09, 39.31325912476, -77.03702545166, 6.76, -125.77, -9.00, 1.19, -125.72, -119.12, -6.60, -6.63, SPS, 10
229.30, 39.31325531006, -77.03703308105, 6.91, -125.51, -8.94, 1.13, -125.53, -118.81, -6.72, -6.71, SPS, 9
229.50, 39.31324768066, -77.03705596924, 7.00, -125.12, -8.81, 1.19, -125.09, -118.43, -6.66, -6.68, SPS, 9
229.70, 39.31324005127, -77.03707122803, 7.00, -124.83, -8.81, 1.31, -124.93, -118.12, -6.81, -6.76, SPS, 9
229.91, 39.31323242188, -77.03707885742, 7.04, -124.77, -8.75, 1.13, -125.20, -117.87, -7.33, -7.12, SPS, 9
230.11, 39.31322479248, -77.03709411621, 7.07, -125.03, -8.75, 1.13, -125.14, -117.81, -7.33, -7.28, SPS, 10
230.32, 39.31322097778, -77.03710937500, 7.12, -125.07, -8.75, 1.13, -125.08, -117.81, -7.27, -7.27, SPS, 10
230.52, 39.31321716309, -77.03711700439, 7.13, -125.02, -8.81, 1.06, -124.80, -117.81, -6.99, -7.10, SPS, 10
230.72, 39.31320953369, -77.03712463379, 7.04, -124.85, -8.88, 1.00, -125.10, -117.81, -7.29, -7.17, SPS, 10
230.93, 39.31320190430, -77.03714752197, 7.08, -125.06, -8.94, 0.94, -124.88, -117.81, -7.07, -7.16, SPS, 10
231.13, 39.31319046021, -77.03716278076, 7.20, -124.87, -8.88, 0.75, -124.95, -117.74, -7.14, -7.13, SPS, 10
231.34, 39.31318283081, -77.03717803955, 7.31, -124.96, -8.94, 0.75, -124.80, -117.74, -7.06, -7.22, SPS, 10
231.54, 39.31317901611, -77.03719329834, 7.33, -124.57, -8.88, 0.75, -124.41, -117.62, -6.73, -6.96, SPS, 10
231.74, 39.31316757202, -77.03720092773, 7.36, -124.13, -8.81, 0.63, -124.21, -117.49, -6.59, -6.63, SPS, 9
231.95, 39.31315994263, -77.03722381592, 7.41, -123.73, -8.75, 0.63, -123.66, -117.24, -6.35, -6.49, SPS, 9
232.15, 39.31315612793, -77.03723144531, 7.55, -123.50, -8.63, 0.63, -123.52, -116.93, -6.53, -6.57, SPS, 10
232.36, 39.31314468384, -77.03724670410, 7.56, -122.92, -8.50, 0.56, -122.87, -116.56, -6.19, -6.37, SPS, 10
232.51, 39.31314086914, -77.03725433350, 7.58, -122.72, -8.38, 0.56, -122.58, -116.31, -6.27, -6.34, SPS, 10
232.71, 39.31313705444, -77.03727722168, 7.62, -122.21, -8.31, 0.75, -122.47, -115.93, -6.54, -6.41, SPS, 10
232.92, 39.31312942505, -77.03728485107, 7.69, -122.24, -8.25, 0.69, -122.64, -115.56, -7.08, -6.89, SPS, 10
233.12, 39.31312179565, -77.03730010986, 7.79, -122.14, -8.31, 1.00, -121.81, -115.24, -6.57, -6.73, SPS, 10
233.33, 39.31311416626, -77.03731536865, 7.83, -121.56, -8.38, 1.56, -121.61, -114.87, -6.74, -6.72, SPS, 9
233.53, 39.31310272217, -77.03733825684, 7.94, -121.14, -8.38, 1.56, -121.21, -114.49, -6.65, -6.65, SPS, 9
233.73, 39.31309890747, -77.03735351563, 7.96, -120.36, -8.31, 1.81, -119.92, -114.18, -5.68, -6.18, SPS, 9
233.94, 39.31309127808, -77.03736877441, 7.99, -120.17, -8.31, 1.69, -120.32, -113.93, -6.33, -6.24, SPS, 9
234.14, 39.31308364868, -77.03739166260, 7.99, -119.71, -8.38, 1.31, -119.80, -113.62, -6.12, -6.09, SPS, 9
234.35, 39.31307601929, -77.03739929199, 8.14, -119.64, -8.31, 1.19, -119.79, -113.31, -6.42, -6.34, SPS, 9
234.55, 39.31306838989, -77.03742218018, 8.16, -119.53, -8.44, 0.69, -119.61, -113.12, -6.43, -6.41, SPS, 10
234.75, 39.31306076050, -77.03742980957, 8.20, -119.38, -8.50, 0.31, -119.28, -113.06, -6.22, -6.32, SPS, 10
234.96, 39.31305694580, -77.03745269775, 8.23, -119.36, -8.44, 0.63, -119.36, -113.06, -6.37, -6.30, SPS, 10
235.16, 39.31304931641, -77.03746795654, 8.24, -119.09, -8.19, 0.44, -118.81, -112.99, -5.82, -6.10, SPS, 10
235.37, 39.31304168701, -77.03748321533, 8.28, -119.11, -8.00, 0.31, -119.24, -112.87, -6.31, -6.24, SPS, 10
235.57, 39.31303405762, -77.03750610352, 8.27, -118.95, -7.81, 0.56, -119.29, -112.74, -6.39, -6.21, SPS, 10
235.77, 39.31302642822, -77.03751373291, 8.27, -119.24, -7.69, 0.44, -119.74, -112.68, -6.75, -6.56, SPS, 10
235.93, 39.31302261353, -77.03752136230, 8.28, -119.40, -7.69, 0.50, -119.52, -112.56, -6.96, -6.90, SPS, 10
236.13, 39.31301116943, -77.03755187988, 8.33, -119.17, -7.56, 0.88, -119.13, -112.43, -6.64, -6.74, SPS, 10
236.33, 39.31300354004, -77.03756713867, 8.38, -118.92, -7.63, 0.81, -118.93, -112.31, -6.56, -6.62, SPS, 9
236.54, 39.31299591064, -77.03758239746, 8.49, -119.64, -7.63, 0.88, -119.80, -112.12, -7.62, -7.52, SPS, 9
236.74, 39.31298828125, -77.03759765625, 8.45, -119.17, -7.44, 1.00, -119.16, -111.87, -7.23, -7.30, SPS, 9
236.95, 39.31298065186, -77.03762054443, 8.44, -119.24, -7.56, 0.69, -119.24, -111.62, -7.56, -7.62, SPS, 9
237.15, 39.31297683716, -77.03763580322, 8.42, -118.43, -7.44, 0.88, -118.21, -111.37, -6.78, -7.06, SPS, 9
237.35, 39.31296539307, -77.03765869141, 8.41, -117.79, -7.25, 1.25, -117.69, -111.12, -6.51, -6.67, SPS, 9
237.56, 39.31296157837, -77.03767395020, 8.39, -117.36, -7.19, 0.88, -117.37, -110.81, -6.50, -6.56, SPS, 9
237.76, 39.31295394897, -77.03768920898, 8.36, -116.89, -7.31, 1.06, -116.95, -110.37, -6.52, -6.52, SPS, 9
237.97, 39.31294631958, -77.03771209717, 8.34, -116.81, -7.19, 1.13, -116.62, -110.06, -6.75, -6.75, SPS, 9
238.17, 39.31293869019, -77.03771972656, 8.35, -116.38, -7.19, 0.94, -117.14, -109.74, -6.59, -6.64, SPS, 9
238.37, 39.31293106079, -77.03774261475, 8.36, -116.48, -7.19, 0.88, -116.04, -109.43, -7.06, -7.05, SPS, 9
238.58, 39.31292343140, -77.03775787354, 8.36, -115.99, -7.50, 1.19, -115.50, -109.18, -6.75, -6.80, SPS, 9
238.78, 39.31292343140, -77.03778076172, 8.36, -115.36, -7.50, 1.06, -114.77, -108.93, -6.29, -6.43, SPS, 9
238.99, 39.31291198730, -77.03778839111, 8.46, -114.66, -7.44, 1.00, -114.29, -108.62, -5.95, -6.04, SPS, 9
239.19, 39.31290435791, -77.03781890869, 8.51, -114.12, -7.44, 1.06, -112.80, -108.37, -5.66, -5.76, SPS, 9
239.34, 39.31290054321, -77.03783416748, 8.53, -112.96, -7.44, 1.13, -112.70, -108.18, -4.46, -4.77, SPS, 9
239.55, 39.31289291382, -77.03784942627, 8.53, -112.91, -7.44, 1.06, -113.13, -107.93, -5.14, -4.98, SPS, 9
239.75, 39.31288909912, -77.03787231445, 8.43, -113.91, -7.25, 1.13, -114.36, -107.62, -6.68, -6.29, SPS, 9
239.96, 39.31288146973, -77.03788757324, 8.32, -113.87, -7.25, 1.31, -113.92, -107.49, -6.43, -6.37, SPS, 9
240.16, 39.31287384033, -77.03791046143, 8.34, -113.69, -7.38, 1.19, -113.73, -107.37, -6.30, -6.32, SPS, 9
240.36, 39.31286621094, -77.03791809082, 8.39, -113.25, -7.31, 1.38, -113.17, -107.18, -5.93, -6.07, SPS, 9
240.57, 39.31286239624, -77.03794097900, 8.42, -112.96, -7.31, 1.25, -112.94, -107.06, -5.82, -5.90, SPS, 9
240.77, 39.31285858154, -77.03795623779, 8.43, -112.24, -7.44, 1.19, -112.13, -106.87, -5.10, -5.37, SPS, 9
240.98, 39.31285095215, -77.03797912598, 8.33, -112.05, -7.44, 1.44, -112.95, -106.68, -5.39, -5.37, SPS, 9
241.18, 39.31284332275, -77.03799438477, 8.30, -112.58, -7.50, 1.38, -112.96, -106.49, -6.32, -6.09, SPS, 9
241.38, 39.31283950806, -77.03801727295, 8.29, -112.48, -7.38, 1.44, -112.45, -106.24, -6.19, -6.23, SPS, 9
241.59, 39.31283187866, -77.03803253174, 8.29, -112.16, -7.38, 1.88, -112.04, -105.93, -6.23, -6.23, SPS, 9
241.79, 39.31282806396, -77.03804779053, 8.31, -111.58, -7.56, 1.81, -111.66, -105.56, -5.89, -6.03, SPS, 9
242.00, 39.31282424927, -77.03807067871, 8.31, -111.16, -7.63, 1.81, -111.21, -105.18, -5.90, -5.98, SPS, 9
242.20, 39.31281661987, -77.03808593750, 8.27, -110.82, -7.63, 1.88, -110.78, -104.87, -5.91, -5.96, SPS, 9
242.40, 39.31281280518, -77.03810882568, 8.16, -110.32, -7.88, 1.38, -110.14, -104.56, -5.60, -5.77, SPS, 9
242.61, 39.31280517578, -77.03812408447, 8.21, -110.13, -8.06, 1.50, -110.43, -104.31, -5.98, -5.83, SPS, 9
242.76, 39.31280136108, -77.03814697266, 8.23, -110.50, -8.06, 1.69, -110.79, -104.24, -6.55, -6.26, SPS, 9
242.96, 39.31279373169, -77.03815460205, 8.28, -110.69, -8.13, 1.56, -110.82, -104.18, -6.64, -6.51, SPS, 9
243.17, 39.31278991699, -77.03817749023, 8.22, -110.46, -8.13, 1.50, -110.09, -104.18, -6.13, -6.27, SPS, 9
243.37, 39.31278228760, -77.03819274902, 8.23, -110.26, -8.06, 1.38, -110.24, -104.18, -6.07, -6.08, SPS, 9
243.58, 39.31278228760, -77.03821563721, 8.21, -110.41, -7.81, 1.25, -110.48, -104.18, -6.39, -6.23, SPS, 9
243.78, 39.31277465820, -77.03823089600, 8.12, -110.43, -7.50, 1.31, -110.26, -104.18, -6.23, -6.25, SPS, 9
243.98, 39.31277084351, -77.03824615479, 8.12, -110.23, -7.56, 1.25, -110.14, -104.18, -5.94, -6.05, SPS, 10
244.19, 39.31276321411, -77.03826904297, 8.14, -110.33, -7.75, 1.25, -110.51, -104.31, -6.04, -6.02, SPS, 10
244.39, 39.31275939941, -77.03828430176, 8.14, -110.57, -7.88, 1.19, -110.32, -104.43, -6.16, -6.14, SPS, 10
244.60, 39.31275177002, -77.03830718994, 8.12, -110.66, -7.69, 1.00, -110.52, -104.68, -5.95, -5.98, SPS, 10
244.80, 39.31274795532, -77.03831481934, 8.09, -110.96, -7.75, 0.81, -110.76, -105.12, -5.78, -5.84, SPS, 10
245.00, 39.31274414063, -77.03833770752, 8.17, -111.04, -7.88, 0.81, -110.85, -105.68, -4.98, -5.36, SPS, 9
245.21, 39.31274032593, -77.03835296631, 8.17, -111.49, -7.81, 1.19, -112.36, -106.37, -4.98, -5.12, SPS, 9
245.41, 39.31273269653, -77.03837585449, 8.18, -112.77, -7.94, 1.06, -112.78, -107.06, -5.88, -5.72, SPS, 9
245.62, 39.31272506714, -77.03838348389, 8.19, -113.47, -7.88, 0.94, -113.23, -107.68, -5.85, -5.79, SPS, 9
245.82, 39.31272125244, -77.03840637207, 8.10, -113.98, -7.75, 1.13, -113.77, -108.43, -5.42, -5.55, SPS, 9
246.02, 39.31271362305, -77.03842926025, 8.08, -114.64, -7.75, 1.25, -114.91, -109.18, -5.47, -5.46, SPS, 9
246.18, 39.31270599365, -77.03843688965, 8.05, -115.30, -7.81, 1.50, -115.46, -109.74, -5.51, -5.55, SPS, 9
246.38, 39.31270217896, -77.03845977783, 8.04, -115.76, -7.63, 1.44, -115.96, -110.43, -5.09, -5.33, SPS, 9
246.59, 39.31269454956, -77.03846740723, 8.01, -116.69, -7.13, 1.06, -115.58, -111.06, -4.52, -5.08, SPS, 9
246.79, 39.31268692017, -77.03849029541, 7.90, -116.85, -6.88, 1.19, -117.45, -111.68, -5.77, -5.47, SPS, 9
246.99, 39.31268310547, -77.03850555420, 7.92, -118.18, -6.94, 1.13, -118.54, -112.43, -6.11, -5.93, SPS, 9
247.20, 39.31267547607, -77.03852081299, 7.97, -119.13, -6.88, 0.81, -118.87, -113.12, -5.75, -5.88, SPS, 9
247.40, 39.31266403198, -77.03854370117, 7.99, -119.62, -6.44, 1.13, -119.42, -113.87, -5.55, -5.65, SPS, 9
247.61, 39.31266021729, -77.03855133057, 7.99, -120.46, -6.31, 1.13, -120.69, -114.68, -6.01, -5.89, SPS, 9
247.81, 39.31265258789, -77.03856658936, 7.93, -121.15, -6.44, 1.13, -120.91, -115.56, -5.35, -5.47, SPS, 9
248.01, 39.31264495850, -77.03858184814, 7.93, -122.05, -6.25, 1.50, -123.44, -116.49, -6.95, -6.25, SPS, 10
248.22, 39.31263351440, -77.03859710693, 7.97, -123.82, -6.19, 1.25, -123.77, -117.43, -6.34, -6.37, SPS, 10
248.42, 39.31262588501, -77.03861999512, 8.01, -124.49, -6.25, 1.19, -123.97, -118.37, -5.60, -5.86, SPS, 10
248.63, 39.31261825562, -77.03862762451, 8.06, -125.04, -6.25, 1.25, -124.57, -119.37, -5.20, -5.44, SPS, 10
248.83, 39.31260299683, -77.03865814209, 8.10, -125.72, -6.25, 1.38, -125.52, -120.37, -5.40, -5.35, SPS, 10
249.03, 39.31259536743, -77.03866577148, 8.10, -126.79, -6.19, 1.25, -126.50, -121.37, -5.38, -5.42, SPS, 10
249.24, 39.31258392334, -77.03868103027, 8.17, -127.92, -6.25, 1.06, -127.90, -122.37, -5.72, -5.55, SPS, 10
249.44, 39.31257629395, -77.03870391846, 8.14, -128.45, -6.06, 1.06, -127.59, -123.37, -4.47, -5.08, SPS, 10
249.59, 39.31257247925, -77.03870391846, 8.02, -129.04, -6.00, 0.69, -129.01, -124.12, -4.89, -4.91, SPS, 10
249.80, 39.31256484985, -77.03871917725, 8.04, -130.01, -6.19, 0.63, -130.25, -125.06, -5.19, -5.07, SPS, 10
250.00, 39.31255340576, -77.03873443604, 8.06, -131.16, -5.94, 0.69, -131.33, -126.06, -5.27, -5.19, SPS, 10
250.21, 39.31254196167, -77.03874206543, 8.09, -132.19, -5.75, 0.56, -132.61, -126.99, -5.62, -5.41, SPS, 10
250.41, 39.31253051758, -77.03875732422, 8.23, -133.74, -5.63, 0.56, -134.57, -127.93, -6.64, -6.22, SPS, 10
250.61, 39.31252288818, -77.03877258301, 8.05, -135.55, -5.50, 0.50, -135.34, -128.93, -6.41, -6.51, SPS, 10
250.82, 39.31251144409, -77.03878021240, 8.07, -136.22, -5.44, 0.38, -134.17, -129.87, -4.30, -5.33, SPS, 10
251.02, 39.31250000000, -77.03879547119, 8.09, -135.80, -5.44, 0.06, -135.59, -130.87, -4.72, -4.82, SPS, 10
251.23, 39.31248855591, -77.03881835938, 8.09, -136.77, -5.31, 0.13, -136.95, -131.87, -5.08, -4.99, SPS, 10
251.43, 39.31247711182, -77.03882598877, 8.11, -138.07, -5.25, -0.06, -137.85, -132.87, -4.98, -5.09, SPS, 10
251.63, 39.31246185303, -77.03884124756, 8.13, -139.06, -5.13, -0.06, -138.87, -133.81, -5.31, -5.25, SPS, 10
251.84, 39.31244659424, -77.03885650635, 8.22, -140.79, -5.13, -0.13, -140.95, -134.81, -6.39, -5.99, SPS, 10
252.04, 39.31243515015, -77.03886413574, 8.21, -142.08, -5.00, -0.38, -141.83, -135.74, -6.34, -6.34, SPS, 10
252.25, 39.31242370605, -77.03887939453, 8.20, -142.53, -4.81, -0.38, -142.00, -136.62, -5.57, -5.91, SPS, 10
252.45, 39.31241226196, -77.03888702393, 8.17, -143.12, -4.69, -0.44, -142.74, -137.56, -5.43, -5.56, SPS, 10
252.65, 39.31240463257, -77.03890228271, 8.14, -143.81, -4.63, -0.44, -143.58, -138.49, -5.27, -5.31, SPS, 10
252.86, 39.31238555908, -77.03890991211, 8.23, -144.49, -4.56, -0.19, -144.27, -139.37, -5.09, -5.12, SPS, 10
253.01, 39.31238555908, -77.03891754150, 8.15, -145.17, -4.56, -0.25, -145.34, -139.99, -5.35, -5.26, SPS, 10
253.22, 39.31237030029, -77.03892517090, 8.15, -146.23, -4.63, -0.38, -146.39, -140.87, -5.52, -5.44, SPS, 10
253.42, 39.31235885620, -77.03894042969, 8.20, -147.11, -4.56, -0.44, -147.55, -141.68, -5.87, -5.65, SPS, 10
253.62, 39.31234741211, -77.03894042969, 7.85, -148.35, -4.63, -0.69, -148.47, -142.49, -5.98, -5.92, SPS, 10
253.83, 39.31233215332, -77.03895568848, 8.01, -149.00, -4.56, -0.75, -148.60, -143.31, -5.29, -5.49, SPS, 10
254.03, 39.31231307983, -77.03897094727, 8.15, -149.74, -4.38, -0.81, -149.73, -144.12, -5.80, -5.62, SPS, 10
254.24, 39.31230163574, -77.03897857666, 8.14, -151.55, -4.50, -1.06, -151.78, -144.93, -7.04, -6.62, SPS, 10
254.44, 39.31228637695, -77.03898620605, 8.28, -152.38, -4.56, -1.13, -152.19, -145.68, -6.70, -6.70, SPS, 10
254.64, 39.31227111816, -77.03899383545, 8.25, -153.42, -4.38, -1.19, -153.44, -146.49, -7.13, -6.92, SPS, 10
254.85, 39.31225967407, -77.03900146484, 8.19, -153.92, -4.38, -1.25, -153.57, -147.37, -6.45, -6.55, SPS, 10
255.05, 39.31224822998, -77.03900909424, 8.14, -154.42, -4.44, -1.44, -153.84, -148.18, -5.91, -6.23, SPS, 10
255.26, 39.31223297119, -77.03901672363, 8.09, -154.92, -4.31, -1.31, -154.66, -148.99, -5.85, -5.93, SPS, 10
255.46, 39.31222152710, -77.03902435303, 8.06, -155.67, -4.38, -1.50, -155.33, -149.93, -5.65, -5.73, SPS, 10
255.66, 39.31220626831, -77.03903198242, 8.05, -156.41, -4.38, -1.75, -156.12, -150.81, -5.50, -5.60, SPS, 10
255.87, 39.31219100952, -77.03903961182, 8.04, -157.58, -4.38, -2.13, -158.07, -151.81, -5.91, -5.77, SPS, 10
256.07, 39.31217956543, -77.03904724121, 8.27, -158.90, -4.50, -2.38, -159.98, -152.87, -6.20, -6.03, SPS, 10
256.28, 39.31216812134, -77.03904724121, 8.15, -160.57, -4.19, -2.19, -161.04, -153.93, -6.83, -6.64, SPS, 10
256.43, 39.31214904785, -77.03906250000, 8.00, -161.11, -4.19, -2.38, -160.47, -154.74, -5.98, -6.36, SPS, 10
256.63, 39.31213760376, -77.03906250000, 8.02, -162.11, -4.25, -2.31, -161.87, -155.81, -6.31, -6.30, SPS, 10
256.84, 39.31212615967, -77.03906250000, 8.04, -163.47, -4.38, -2.31, -163.38, -156.87, -6.76, -6.60, SPS, 10
257.04, 39.31210708618, -77.03907012939, 8.03, -164.76, -4.31, -2.19, -164.56, -157.93, -6.88, -6.83, SPS, 10
257.24, 39.31209564209, -77.03907012939, 8.03, -165.74, -4.56, -2.44, -165.44, -158.99, -6.76, -6.74, SPS, 10
257.45, 39.31208419800, -77.03907775879, 8.05, -166.67, -4.56, -2.50, -166.35, -159.99, -6.61, -6.68, SPS, 10
257.65, 39.31206893921, -77.03907775879, 8.23, -167.97, -4.38, -2.44, -167.74, -160.99, -7.00, -6.97, SPS, 10
257.86, 39.31205368042, -77.03908538818, 8.11, -168.94, -4.19, -2.69, -168.70, -161.99, -6.96, -6.94, SPS, 10
258.06, 39.31204223633, -77.03908538818, 7.98, -169.74, -4.13, -2.44, -169.47, -162.93, -6.73, -6.81, SPS, 10
258.26, 39.31202697754, -77.03909301758, 7.93, -170.56, -3.94, -2.56, -170.40, -163.74, -6.84, -6.82, SPS, 10
258.47, 39.31201171875, -77.03909301758, 7.84, -171.26, -3.88, -2.75, -171.29, -164.43, -6.75, -6.83, SPS, 10
258.67, 39.31200027466, -77.03910064697, 7.82, -171.72, -4.06, -2.88, -171.77, -165.12, -6.45, -6.60, SPS, 10
258.88, 39.31198883057, -77.03910064697, 7.63, -172.06, -4.13, -2.94, -171.43, -165.62, -6.32, -6.44, SPS, 10
259.08, 39.31196975708, -77.03910064697, 7.74, -172.26, -4.19, -2.94, -172.51, -165.99, -6.47, -6.27, SPS, 10
259.28, 39.31195831299, -77.03910064697, 7.75, -172.84, -4.25, -2.88, -172.86, -166.12, -7.05, -6.72, SPS, 10
259.49, 39.31194686890, -77.03910064697, 7.78, -172.94, -4.25, -2.94, -172.86, -166.18, -6.78, -6.75, SPS, 10
259.69, 39.31193161011, -77.03910064697, 7.74, -172.84, -4.38, -2.81, -172.62, -166.18, -6.60, -6.66, SPS, 10
259.85, 39.31191635132, -77.03910827637, 7.61, -172.74, -4.50, -2.69, -172.76, -166.18, -6.58, -6.56, SPS, 10
260.05, 39.31190490723, -77.03910827637, 7.58, -172.67, -4.50, -2.69, -172.64, -166.18, -6.46, -6.49, SPS, 10
260.25, 39.31189346313, -77.03910827637, 7.44, -172.68, -4.56, -2.75, -172.67, -166.18, -6.49, -6.50, SPS, 10
