time_sec, lat_deg, lon_deg, speed_mps, heading_deg, pitch_deg, roll_deg, gps_hdg, imu_hdg, imu_hdg_error, imu_hdg_bias, gpsFixQual, numSat
135.66, 39.31285476685, -77.03449249268, 2.28, 95.60, -9.31, 1.75, 95.01, 99.01, -4.00, -3.41, SPS, 10
135.86, 39.31285095215, -77.03449249268, 2.27, 95.77, -9.25, 1.75, 95.88, 99.01, -3.13, -3.24, SPS, 10
136.07, 39.31285095215, -77.03448486328, 2.20, 95.90, -9.25, 1.69, 95.73, 99.01, -3.03, -3.11, SPS, 10
136.27, 39.31285095215, -77.03448486328, 2.11, 95.30, -9.25, 1.50, 94.90, 99.01, -4.22, -3.70, SPS, 10
136.48, 39.31285095215, -77.03447723389, 2.10, 95.16, -9.25, 1.50, 94.74, 99.01, -3.79, -3.85, SPS, 10
136.68, 39.31285095215, -77.03446960449, 2.07, 95.07, -8.88, 1.50, 95.68, 99.13, -4.07, -4.06, SPS, 10
136.83, 39.31285095215, -77.03446197510, 2.08, 95.67, -8.50, 1.69, 95.77, 99.26, -3.42, -3.59, SPS, 10
137.04, 39.31285095215, -77.03446197510, 2.10, 95.34, -7.50, 2.13, 95.03, 99.76, -4.60, -4.42, SPS, 10
137.24, 39.31284713745, -77.03445434570, 2.21, 99.56, -7.25, 2.19, 100.45, 100.44, 0.19, -0.89, SPS, 10
137.45, 39.31284713745, -77.03445434570, 2.22, 100.59, -6.38, 3.13, 99.76, 101.44, -1.43, -0.86, SPS, 10
137.65, 39.31284713745, -77.03444671631, 2.25, 101.75, -5.63, 3.81, 101.30, 102.69, -1.08, -0.94, SPS, 10
137.85, 39.31284713745, -77.03443908691, 2.29, 103.62, -5.38, 3.56, 103.56, 104.26, -0.32, -0.64, SPS, 10
138.06, 39.31284332275, -77.03443145752, 2.33, 104.42, -5.25, 3.50, 103.30, 105.94, -2.21, -1.52, SPS, 10
138.26, 39.31284332275, -77.03443145752, 2.35, 104.49, -5.06, 3.19, 102.46, 107.82, -4.86, -3.33, SPS, 10
138.47, 39.31284332275, -77.03442382813, 2.48, 108.53, -4.94, 3.00, 109.31, 109.69, 0.12, -1.17, SPS, 10
138.67, 39.31283950806, -77.03441619873, 2.58, 111.91, -4.81, 3.06, 114.47, 111.69, 1.46, 0.22, SPS, 10
138.87, 39.31283950806, -77.03441619873, 2.64, 115.53, -4.81, 3.19, 116.39, 113.69, 2.43, 1.84, SPS, 10
139.08, 39.31283569336, -77.03440856934, 2.76, 117.67, -4.88, 3.25, 117.75, 115.76, 1.82, 1.92, SPS, 10
139.28, 39.31283187866, -77.03440093994, 2.82, 119.41, -4.88, 3.31, 118.96, 117.88, 1.32, 1.53, SPS, 10
139.49, 39.31282806396, -77.03439331055, 2.88, 120.76, -4.81, 3.44, 120.10, 119.94, 0.33, 0.82, SPS, 10
139.69, 39.31282424927, -77.03438568115, 3.01, 123.67, -4.75, 3.44, 124.67, 122.07, 2.72, 1.60, SPS, 10
139.89, 39.31282424927, -77.03438568115, 2.85, 126.13, -4.75, 3.00, 125.98, 124.13, 1.90, 2.00, SPS, 10
140.10, 39.31282043457, -77.03437805176, 2.91, 127.93, -4.69, 2.69, 127.84, 126.13, 1.68, 1.80, SPS, 10
140.25, 39.31281661987, -77.03437805176, 3.00, 129.07, -4.63, 2.69, 128.45, 127.51, 1.38, 1.57, SPS, 10
140.45, 39.31281280518, -77.03437042236, 3.03, 129.59, -4.69, 2.44, 128.92, 129.01, 0.29, 0.59, SPS, 10
140.66, 39.31280517578, -77.03436279297, 3.14, 131.20, -4.63, 2.06, 131.04, 130.51, 0.85, 0.70, SPS, 10
140.86, 39.31280136108, -77.03435516357, 3.20, 131.89, -4.63, 2.00, 131.91, 131.44, 0.72, 0.45, SPS, 10
141.07, 39.31279754639, -77.03434753418, 3.47, 132.70, -4.38, 1.63, 131.96, 132.13, 0.02, 0.56, SPS, 10
141.27, 39.31279373169, -77.03433990479, 3.56, 130.83, -4.38, 1.00, 133.67, 132.26, -2.24, -1.43, SPS, 10
141.47, 39.31278991699, -77.03433227539, 3.56, 132.52, -4.56, 0.63, 131.14, 132.19, 0.67, 0.33, SPS, 10
141.68, 39.31278228760, -77.03433227539, 3.56, 130.72, -4.69, 1.00, 129.14, 132.07, -2.33, -1.35, SPS, 10
141.88, 39.31278228760, -77.03432464600, 3.54, 128.96, -4.75, 0.38, 127.74, 131.76, -3.52, -2.80, SPS, 10
142.09, 39.31277847290, -77.03431701660, 3.53, 127.23, -5.44, -0.94, 127.05, 130.88, -3.89, -3.65, SPS, 10
142.29, 39.31277465820, -77.03430938721, 3.68, 125.49, -6.00, -1.31, 124.64, 129.69, -4.66, -4.20, SPS, 10
142.49, 39.31277084351, -77.03430175781, 3.54, 122.86, -6.69, -1.81, 122.27, 128.19, -6.04, -5.34, SPS, 10
142.70, 39.31276702881, -77.03429412842, 3.57, 120.65, -7.19, -2.25, 123.81, 126.44, -5.96, -5.80, SPS, 10
142.90, 39.31276321411, -77.03429412842, 3.59, 120.75, -7.31, -2.63, 121.37, 124.32, -2.93, -3.57, SPS, 10
143.11, 39.31276321411, -77.03428649902, 3.59, 118.65, -7.81, -3.63, 118.53, 122.01, -3.45, -3.35, SPS, 10
143.31, 39.31276321411, -77.03427886963, 3.55, 115.75, -8.06, -4.31, 115.01, 119.32, -3.71, -3.56, SPS, 10
143.51, 39.31275558472, -77.03427124023, 3.49, 111.93, -8.19, -4.63, 112.37, 116.13, -4.47, -4.20, SPS, 10
143.67, 39.31275558472, -77.03426361084, 3.46, 109.89, -8.19, -4.88, 110.76, 113.76, -3.75, -3.86, SPS, 10
143.87, 39.31275558472, -77.03425598145, 3.33, 107.35, -8.44, -5.44, 106.80, 110.26, -2.52, -2.90, SPS, 10
144.08, 39.31275177002, -77.03424835205, 3.25, 103.91, -8.25, -5.75, 103.35, 106.57, -2.61, -2.66, SPS, 10
144.28, 39.31275177002, -77.03424072266, 3.11, 100.14, -8.06, -6.00, 96.87, 102.44, -2.14, -2.31, SPS, 10
144.48, 39.31275558472, -77.03423309326, 3.09, 92.71, -7.69, -6.06, 89.40, 98.32, -7.81, -5.61, SPS, 10
144.69, 39.31275558472, -77.03422546387, 3.12, 85.60, -7.44, -6.00, 83.78, 94.19, -9.93, -8.60, SPS, 10
144.89, 39.31275558472, -77.03421783447, 3.12, 80.48, -7.31, -6.13, 83.54, 89.76, -9.04, -9.27, SPS, 10
145.10, 39.31275558472, -77.03421783447, 3.14, 79.33, -7.31, -6.38, 82.75, 85.32, -4.23, -5.99, SPS, 10
145.30, 39.31275939941, -77.03421020508, 3.03, 77.30, -7.31, -6.44, 77.66, 80.69, -2.51, -3.39, SPS, 10
145.50, 39.31276321411, -77.03420257568, 2.93, 72.69, -7.81, -5.94, 67.55, 76.13, -3.67, -3.44, SPS, 10
145.71, 39.31276321411, -77.03419494629, 2.79, 63.44, -7.69, -6.06, 61.54, 71.19, -9.49, -7.75, SPS, 10
145.91, 39.31276702881, -77.03418731689, 2.76, 57.33, -7.44, -6.44, 57.26, 66.69, -10.03, -9.37, SPS, 10
146.12, 39.31277084351, -77.03417968750, 2.74, 52.35, -7.50, -6.56, 52.12, 62.13, -10.17, -9.78, SPS, 10
146.32, 39.31277465820, -77.03417968750, 2.56, 47.50, -7.50, -6.13, 45.93, 57.26, -9.61, -9.75, SPS, 10
146.52, 39.31277847290, -77.03417968750, 2.46, 40.99, -7.56, -5.81, 39.80, 52.69, -12.87, -11.70, SPS, 10
146.73, 39.31278228760, -77.03417968750, 2.55, 34.61, -7.88, -5.44, 32.16, 48.13, -15.97, -14.75, SPS, 10
146.93, 39.31278610229, -77.03417968750, 2.42, 28.57, -7.81, -5.25, 27.48, 43.63, -15.37, -15.06, SPS, 10
147.08, 39.31279373169, -77.03417205811, 2.70, 22.66, -7.69, -5.00, 21.52, 39.88, -18.36, -17.79, SPS, 10
147.29, 39.31279754639, -77.03417205811, 2.76, 16.76, -7.69, -5.13, 15.99, 35.38, -19.39, -19.00, SPS, 10
147.49, 39.31280136108, -77.03416442871, 2.86, 12.02, -8.00, -5.06, 13.07, 30.82, -17.75, -18.28, SPS, 10
147.70, 39.31280899048, -77.03416442871, 2.89, 8.49, -7.63, -4.94, 10.20, 26.07, -15.87, -16.72, SPS, 10
147.90, 39.31281280518, -77.03416442871, 2.91, 5.49, -7.56, -5.00, 8.06, 21.07, -13.01, -14.29, SPS, 10
148.10, 39.31282043457, -77.03416442871, 2.94, 3.28, -7.50, -5.13, 5.52, 16.26, -10.74, -11.85, SPS, 10
148.31, 39.31282424927, -77.03416442871, 3.04, 0.38, -7.00, -5.06, 1.34, 11.32, -9.98, -10.46, SPS, 10
148.51, 39.31283187866, -77.03416442871, 3.10, -4.03, -6.88, -4.75, -3.62, 6.07, -9.69, -9.89, SPS, 10
148.72, 39.31283569336, -77.03417205811, 3.15, -8.77, -7.06, -4.56, -8.01, 0.94, -8.95, -9.33, SPS, 10
148.92, 39.31284332275, -77.03417205811, 3.20, -13.51, -7.00, -4.94, -13.02, -4.24, -8.78, -9.02, SPS, 10
149.12, 39.31284713745, -77.03417968750, 3.23, -18.96, -7.13, -5.50, -18.57, -9.87, -8.70, -8.90, SPS, 10
149.33, 39.31285476685, -77.03417968750, 3.35, -23.92, -6.63, -5.31, -23.62, -15.24, -8.38, -8.53, SPS, 9
149.53, 39.31286239624, -77.03417968750, 3.48, -31.05, -6.13, -5.44, -30.93, -20.74, -11.56, -10.30, SPS, 9
149.74, 39.31286239624, -77.03418731689, 3.61, -37.75, -5.44, -5.38, -36.94, -26.12, -12.20, -11.63, SPS, 9
149.94, 39.31287002563, -77.03419494629, 3.66, -44.33, -4.44, -4.69, -43.29, -31.93, -12.80, -12.39, SPS, 9
150.14, 39.31287384033, -77.03420257568, 3.77, -49.92, -3.75, -4.81, -48.58, -37.56, -12.40, -12.36, SPS, 9
150.35, 39.31287765503, -77.03421783447, 3.85, -54.83, -3.25, -4.81, -53.08, -42.93, -11.52, -11.90, SPS, 9
150.50, 39.31287765503, -77.03421783447, 4.06, -58.37, -5.56, -4.81, -58.21, -46.74, -11.47, -11.54, SPS, 9
150.71, 39.31288146973, -77.03422546387, 4.13, -63.40, -7.31, -4.88, -63.25, -52.06, -11.19, -11.27, SPS, 10
150.91, 39.31288146973, -77.03423309326, 4.16, -67.74, -7.00, -4.81, -66.02, -57.18, -8.84, -9.70, SPS, 10
151.11, 39.31288528442, -77.03424835205, 4.18, -71.46, -7.31, -4.69, -71.21, -62.18, -9.03, -9.16, SPS, 10
151.32, 39.31288528442, -77.03425598145, 4.20, -76.38, -7.38, -4.81, -76.29, -67.18, -9.11, -9.15, SPS, 10
151.52, 39.31288909912, -77.03426361084, 4.21, -80.78, -7.31, -4.75, -80.75, -71.56, -9.19, -9.21, SPS, 10
151.73, 39.31288909912, -77.03427124023, 4.20, -84.53, -7.13, -4.56, -83.95, -75.56, -8.39, -8.68, SPS, 10
151.93, 39.31288909912, -77.03429412842, 4.04, -87.50, -7.44, -4.06, -86.36, -79.31, -7.99, -8.19, SPS, 9
152.13, 39.31288909912, -77.03429412842, 3.98, -89.70, -8.00, -3.75, -88.13, -82.87, -6.07, -6.83, SPS, 9
152.34, 39.31288909912, -77.03430938721, 3.97, -91.09, -7.94, -3.63, -89.50, -85.99, -4.26, -5.10, SPS, 9
152.54, 39.31288909912, -77.03431701660, 3.96, -92.71, -7.88, -3.38, -91.41, -88.87, -3.23, -3.84, SPS, 9
152.75, 39.31288528442, -77.03432464600, 3.96, -94.27, -7.81, -3.31, -93.35, -91.31, -2.54, -2.96, SPS, 9
152.95, 39.31288528442, -77.03433227539, 3.98, -95.98, -7.75, -2.63, -95.71, -93.06, -3.03, -2.92, SPS, 9
153.15, 39.31288146973, -77.03434753418, 4.02, -97.65, -7.94, -2.81, -97.53, -94.43, -3.41, -3.22, SPS, 9
153.36, 39.31288146973, -77.03435516357, 4.13, -99.85, -8.00, -2.63, -100.03, -95.56, -4.72, -4.29, SPS, 9
153.56, 39.31288146973, -77.03436279297, 4.15, -101.40, -7.75, -2.56, -101.75, -96.31, -5.63, -5.10, SPS, 9
153.77, 39.31287765503, -77.03437805176, 4.24, -102.96, -7.69, -2.81, -103.21, -96.87, -6.47, -6.09, SPS, 9
153.92, 39.31287765503, -77.03437805176, 4.29, -103.22, -7.88, -2.44, -102.58, -97.06, -5.52, -5.84, SPS, 9
154.12, 39.31287384033, -77.03438568115, 4.35, -102.62, -7.69, -2.38, -103.13, -96.87, -6.26, -6.01, SPS, 9
154.33, 39.31287384033, -77.03440093994, 4.41, -102.62, -7.69, -2.63, -103.31, -96.49, -6.82, -6.47, SPS, 9
154.53, 39.31287002563, -77.03441619873, 4.56, -101.96, -8.00, -3.00, -101.74, -95.87, -5.68, -6.09, SPS, 9
154.73, 39.31286621094, -77.03442382813, 4.66, -100.74, -7.69, -2.63, -100.72, -94.99, -5.48, -5.74, SPS, 9
154.94, 39.31286621094, -77.03443908691, 4.68, -100.08, -7.63, -2.56, -100.44, -94.06, -6.13, -6.02, SPS, 9
155.14, 39.31286621094, -77.03444671631, 4.71, -99.15, -7.81, -3.25, -99.26, -92.93, -6.08, -6.21, SPS, 9
155.35, 39.31286239624, -77.03445434570, 4.73, -97.44, -7.50, -3.69, -97.56, -91.93, -5.38, -5.51, SPS, 9
155.55, 39.31286239624, -77.03446960449, 4.76, -96.24, -7.25, -3.13, -96.77, -90.56, -5.84, -5.68, SPS, 9
155.75, 39.31286239624, -77.03447723389, 4.81, -95.53, -7.31, -3.19, -96.12, -89.37, -6.44, -6.16, SPS, 9
155.96, 39.31286239624, -77.03449249268, 4.97, -94.11, -7.13, -3.81, -94.06, -88.18, -5.63, -5.93, SPS, 9
156.16, 39.31286239624, -77.03450012207, 5.10, -92.01, -7.13, -3.88, -91.93, -86.74, -4.81, -5.26, SPS, 9
156.37, 39.31286239624, -77.03451538086, 5.21, -90.33, -7.19, -3.38, -90.45, -85.49, -4.64, -4.83, SPS, 9
156.57, 39.31286239624, -77.03453063965, 5.16, -89.12, -7.31, -3.69, -88.57, -84.24, -4.42, -4.87, SPS, 9
156.77, 39.31286239624, -77.03453826904, 5.14, -89.03, -7.38, -3.88, -89.48, -83.31, -6.73, -5.73, SPS, 9
156.98, 39.31286239624, -77.03455352783, 5.17, -88.45, -7.56, -3.69, -88.45, -82.31, -6.22, -6.15, SPS, 9
157.18, 39.31286239624, -77.03456115723, 5.29, -87.74, -7.88, -3.63, -88.12, -81.56, -6.23, -6.19, SPS, 9
157.34, 39.31286239624, -77.03457641602, 5.33, -87.47, -8.00, -3.69, -87.57, -81.12, -6.33, -6.35, SPS, 9
157.54, 39.31286239624, -77.03458404541, 5.43, -86.71, -8.00, -3.50, -86.72, -80.62, -5.98, -6.09, SPS, 9
157.74, 39.31286621094, -77.03459930420, 5.48, -86.26, -8.06, -3.63, -86.37, -80.31, -6.00, -5.95, SPS, 9
157.95, 39.31286621094, -77.03461456299, 5.49, -86.21, -8.00, -4.00, -86.19, -80.06, -6.07, -6.15, SPS, 9
158.15, 39.31286621094, -77.03462219238, 5.61, -86.02, -7.81, -3.63, -86.28, -79.93, -6.29, -6.09, SPS, 9
158.36, 39.31286621094, -77.03463745117, 5.63, -86.41, -7.44, -3.44, -86.68, -79.81, -6.87, -6.60, SPS, 9
158.56, 39.31286621094, -77.03465270996, 5.73, -86.17, -7.06, -3.56, -86.00, -79.74, -6.26, -6.43, SPS, 9
158.76, 39.31287002563, -77.03466796875, 5.85, -85.53, -7.00, -3.50, -85.42, -79.56, -5.86, -5.98, SPS, 9
158.97, 39.31287002563, -77.03468322754, 5.98, -85.44, -6.94, -3.44, -85.33, -79.37, -6.16, -6.07, SPS, 9
159.17, 39.31287002563, -77.03469085693, 6.01, -85.10, -6.75, -3.44, -86.03, -79.12, -5.92, -5.98, SPS, 9
159.38, 39.31287002563, -77.03470611572, 6.13, -85.63, -6.50, -3.38, -85.08, -78.99, -6.79, -6.63, SPS, 9
159.58, 39.31287002563, -77.03472137451, 6.14, -85.11, -6.50, -3.44, -85.38, -78.81, -6.24, -6.30, SPS, 9
159.78, 39.31287384033, -77.03473663330, 6.20, -85.17, -6.50, -3.38, -85.33, -78.74, -6.41, -6.42, SPS, 9
159.99, 39.31287384033, -77.03475189209, 6.26, -84.90, -6.44, -3.56, -84.88, -78.62, -6.06, -6.28, SPS, 9
160.19, 39.31287384033, -77.03476715088, 6.32, -84.73, -6.38, -3.44, -84.58, -78.62, -5.95, -6.11, SPS, 9
160.40, 39.31287765503, -77.03478240967, 6.36, -84.55, -6.25, -3.31, -84.68, -78.62, -5.82, -5.93, SPS, 9
160.60, 39.31287765503, -77.03479766846, 6.41, -84.79, -6.31, -3.44, -84.83, -78.62, -6.34, -6.17, SPS, 10
160.75, 39.31287765503, -77.03481292725, 6.44, -84.84, -6.13, -3.44, -84.87, -78.62, -6.25, -6.22, SPS, 9
160.96, 39.31288146973, -77.03482818604, 6.48, -84.76, -5.94, -3.38, -84.63, -78.68, -5.95, -6.07, SPS, 9
161.16, 39.31288146973, -77.03484344482, 6.51, -84.57, -5.81, -3.50, -84.40, -78.74, -5.66, -5.82, SPS, 9
161.36, 39.31288146973, -77.03485870361, 6.53, -84.57, -5.81, -3.63, -84.58, -78.74, -5.84, -5.83, SPS, 9
161.57, 39.31288146973, -77.03487396240, 6.54, -84.54, -5.56, -3.94, -84.46, -78.87, -5.58, -5.67, SPS, 9
161.77, 39.31288146973, -77.03488922119, 6.56, -84.43, -5.63, -3.75, -84.80, -78.87, -5.50, -5.57, SPS, 9
161.98, 39.31288146973, -77.03490447998, 6.59, -85.00, -5.75, -3.25, -86.01, -78.87, -6.52, -6.13, SPS, 9
162.18, 39.31288146973, -77.03491973877, 6.68, -85.58, -5.69, -3.63, -85.61, -78.87, -6.79, -6.71, SPS, 9
162.38, 39.31288528442, -77.03493499756, 6.63, -85.51, -5.44, -3.63, -85.45, -78.87, -6.55, -6.64, SPS, 10
162.59, 39.31288528442, -77.03495025635, 6.60, -85.43, -5.25, -3.81, -85.64, -78.87, -6.52, -6.57, SPS, 9
162.79, 39.31288528442, -77.03496551514, 6.59, -85.46, -5.19, -3.63, -85.41, -78.81, -6.64, -6.66, SPS, 9
163.00, 39.31288909912, -77.03497314453, 6.58, -85.27, -5.13, -3.44, -84.81, -78.81, -6.29, -6.46, SPS, 9
163.20, 39.31288909912, -77.03499603271, 6.58, -85.19, -5.06, -3.31, -85.52, -78.87, -6.41, -6.32, SPS, 10
163.40, 39.31288909912, -77.03501129150, 6.58, -85.49, -4.81, -3.06, -87.50, -78.87, -6.75, -6.62, SPS, 10
163.61, 39.31288909912, -77.03502655029, 6.55, -86.58, -4.75, -2.88, -85.86, -78.87, -7.79, -7.71, SPS, 9
163.81, 39.31288909912, -77.03504180908, 6.52, -86.13, -4.44, -2.50, -86.39, -78.87, -7.18, -7.27, SPS, 10
164.02, 39.31289291382, -77.03504943848, 6.49, -86.36, -4.31, -2.44, -86.56, -78.93, -7.46, -7.43, SPS, 9
164.17, 39.31289291382, -77.03506469727, 6.46, -86.54, -4.25, -2.50, -87.39, -78.93, -7.69, -7.61, SPS, 9
164.37, 39.31289291382, -77.03508758545, 6.55, -87.20, -4.31, -2.13, -87.54, -78.93, -8.50, -8.27, SPS, 9
164.58, 39.31289291382, -77.03509521484, 6.52, -87.60, -4.44, -1.94, -87.47, -78.99, -8.77, -8.60, SPS, 9
164.78, 39.31289672852, -77.03511047363, 6.57, -87.41, -4.50, -2.44, -86.25, -78.99, -8.30, -8.42, SPS, 9
164.99, 39.31289672852, -77.03513336182, 6.45, -86.31, -4.56, -2.50, -85.85, -78.99, -6.79, -7.31, SPS, 9
165.19, 39.31289672852, -77.03514099121, 6.32, -85.81, -4.44, -2.56, -85.99, -78.93, -6.67, -6.87, SPS, 9
165.39, 39.31289672852, -77.03515625000, 6.33, -85.90, -4.50, -3.00, -85.75, -78.87, -7.10, -7.03, SPS, 9
165.60, 39.31289672852, -77.03517150879, 6.31, -85.69, -4.44, -3.25, -85.69, -78.74, -6.94, -6.95, SPS, 9
165.80, 39.31290054321, -77.03518676758, 6.30, -85.63, -4.50, -3.06, -85.51, -78.68, -6.95, -6.95, SPS, 9
166.01, 39.31290054321, -77.03520202637, 6.30, -85.72, -4.63, -3.13, -86.02, -78.62, -7.31, -7.10, SPS, 9
166.21, 39.31290054321, -77.03521728516, 6.10, -85.81, -4.63, -3.00, -85.31, -78.56, -7.26, -7.26, SPS, 9
166.41, 39.31290054321, -77.03523254395, 6.23, -85.31, -4.56, -2.56, -85.47, -78.43, -6.76, -6.88, SPS, 9
166.62, 39.31290054321, -77.03524780273, 6.28, -85.54, -4.50, -2.81, -85.76, -78.43, -7.25, -7.10, SPS, 10
166.82, 39.31290054321, -77.03525543213, 6.31, -85.69, -4.56, -3.06, -85.49, -78.31, -7.18, -7.28, SPS, 10
167.03, 39.31290054321, -77.03527832031, 6.34, -85.40, -4.56, -2.63, -85.40, -78.24, -7.16, -7.16, SPS, 10
167.23, 39.31290054321, -77.03528594971, 6.37, -85.36, -4.56, -2.69, -85.45, -78.24, -7.21, -7.16, SPS, 10
167.43, 39.31290054321, -77.03530883789, 6.38, -85.08, -4.50, -2.81, -84.69, -78.24, -6.45, -6.83, SPS, 10
167.59, 39.31290054321, -77.03532409668, 6.51, -84.91, -4.50, -2.56, -85.71, -78.18, -7.53, -7.13, SPS, 10
167.79, 39.31290435791, -77.03533172607, 6.50, -85.56, -4.56, -2.44, -85.94, -78.18, -7.76, -7.57, SPS, 10
167.99, 39.31290435791, -77.03534698486, 6.51, -85.78, -4.56, -2.38, -85.12, -78.18, -6.94, -7.27, SPS, 10
168.20, 39.31290435791, -77.03536987305, 6.49, -85.22, -4.44, -2.38, -85.17, -78.18, -6.99, -7.01, SPS, 10
168.40, 39.31290817261, -77.03537750244, 6.49, -85.47, -4.50, -2.31, -86.55, -78.18, -8.37, -7.83, SPS, 10
168.61, 39.31290817261, -77.03539276123, 6.49, -86.66, -4.69, -2.38, -87.05, -78.18, -8.87, -8.67, SPS, 10
168.81, 39.31290817261, -77.03540802002, 6.51, -86.88, -4.81, -2.50, -86.66, -78.18, -8.48, -8.59, SPS, 10
169.01, 39.31290817261, -77.03542327881, 6.52, -86.59, -5.00, -2.63, -87.01, -78.18, -8.83, -8.62, SPS, 10
169.22, 39.31291198730, -77.03543853760, 6.64, -86.84, -5.19, -2.75, -86.73, -78.12, -8.61, -8.66, SPS, 9
169.42, 39.31291198730, -77.03545379639, 6.63, -86.80, -5.25, -2.75, -86.53, -78.12, -8.41, -8.55, SPS, 9
169.63, 39.31291198730, -77.03546905518, 6.62, -86.58, -5.31, -2.81, -86.30, -78.12, -8.18, -8.32, SPS, 9
169.83, 39.31291198730, -77.03549194336, 6.63, -87.13, -5.38, -2.81, -87.61, -78.06, -9.55, -9.07, SPS, 9
170.03, 39.31291580200, -77.03550720215, 6.64, -87.34, -5.31, -3.06, -87.31, -78.06, -9.25, -9.28, SPS, 9
170.24, 39.31291580200, -77.03553009033, 6.67, -87.16, -5.38, -3.13, -86.96, -77.99, -8.97, -9.17, SPS, 9
170.44, 39.31291961670, -77.03553771973, 6.87, -86.86, -5.44, -2.81, -86.96, -77.87, -9.09, -8.99, SPS, 9
170.65, 39.31291961670, -77.03556060791, 6.81, -85.74, -5.63, -3.00, -85.01, -77.87, -7.14, -7.87, SPS, 9
170.85, 39.31292343140, -77.03556823730, 6.77, -84.27, -5.63, -3.19, -83.59, -77.81, -5.72, -6.47, SPS, 9
171.00, 39.31292343140, -77.03557586670, 6.78, -84.00, -5.75, -2.94, -84.24, -77.74, -6.50, -6.38, SPS, 8
171.21, 39.31292343140, -77.03559875488, 6.81, -84.08, -5.88, -2.94, -84.69, -77.62, -7.07, -6.77, SPS, 9
171.41, 39.31292343140, -77.03560638428, 6.84, -84.39, -6.00, -3.13, -84.93, -77.43, -7.50, -7.23, SPS, 9
171.62, 39.31292343140, -77.03562927246, 6.87, -84.61, -6.00, -2.81, -84.66, -77.24, -7.42, -7.39, SPS, 9
171.82, 39.31292343140, -77.03564453125, 6.91, -84.31, -6.06, -3.00, -84.32, -76.87, -7.45, -7.45, SPS, 10
172.02, 39.31292724609, -77.03565979004, 6.96, -83.61, -6.19, -3.06, -83.11, -76.49, -6.62, -6.87, SPS, 10
172.23, 39.31292724609, -77.03567504883, 6.83, -82.95, -6.38, -2.88, -83.86, -76.12, -7.74, -7.29, SPS, 10
172.43, 39.31293106079, -77.03569793701, 6.95, -83.39, -6.63, -2.63, -83.65, -75.68, -7.84, -7.71, SPS, 10
172.64, 39.31293487549, -77.03571319580, 6.93, -82.57, -6.75, -2.75, -82.64, -75.06, -7.46, -7.52, SPS, 10
172.84, 39.31293487549, -77.03572845459, 6.92, -81.62, -6.81, -2.50, -81.65, -74.43, -7.09, -7.19, SPS, 10
173.04, 39.31293869019, -77.03574371338, 6.88, -81.16, -6.94, -2.44, -81.44, -73.81, -7.45, -7.36, SPS, 10
173.25, 39.31294250488, -77.03576660156, 6.77, -80.55, -7.13, -2.44, -80.69, -73.18, -7.38, -7.36, SPS, 9
173.45, 39.31294250488, -77.03577423096, 6.77, -80.28, -7.19, -2.38, -80.89, -72.43, -8.27, -7.85, SPS, 9
173.66, 39.31294250488, -77.03578948975, 6.54, -80.29, -7.25, -2.25, -80.94, -71.74, -9.01, -8.55, SPS, 9
173.86, 39.31294250488, -77.03580474854, 6.51, -79.51, -7.44, -2.19, -79.61, -70.87, -8.49, -8.65, SPS, 9
174.06, 39.31294631958, -77.03582000732, 6.47, -78.53, -7.75, -1.88, -78.68, -70.06, -8.44, -8.48, SPS, 10
174.27, 39.31295013428, -77.03583526611, 6.43, -77.40, -7.88, -1.63, -77.40, -69.24, -7.97, -8.15, SPS, 10
174.42, 39.31295013428, -77.03584289551, 6.39, -76.73, -7.88, -1.88, -76.65, -68.62, -8.03, -8.07, SPS, 9
174.62, 39.31295394897, -77.03585815430, 6.30, -75.70, -8.00, -2.00, -76.01, -67.74, -8.27, -8.11, SPS, 9
174.83, 39.31295776367, -77.03587341309, 6.30, -74.98, -8.19, -1.44, -75.04, -66.81, -8.23, -8.20, SPS, 9
175.03, 39.31296157837, -77.03588867188, 6.25, -73.50, -8.31, -1.63, -73.19, -65.93, -7.07, -7.57, SPS, 9
175.24, 39.31296920776, -77.03590393066, 6.20, -71.91, -8.38, -1.75, -72.05, -64.87, -6.93, -7.04, SPS, 9
175.44, 39.31297302246, -77.03591918945, 6.13, -70.84, -8.50, -1.81, -71.21, -63.93, -7.03, -6.91, SPS, 10
175.64, 39.31297683716, -77.03592681885, 6.08, -69.57, -8.81, -1.38, -69.68, -62.93, -6.50, -6.64, SPS, 10
175.85, 39.31298065186, -77.03594207764, 6.04, -68.37, -8.88, -1.31, -68.62, -61.93, -6.44, -6.44, SPS, 10
176.05, 39.31298446655, -77.03595733643, 6.00, -67.51, -9.00, -1.00, -67.68, -60.99, -6.50, -6.52, SPS, 10
176.26, 39.31298828125, -77.03596496582, 6.10, -66.25, -9.00, -0.94, -66.21, -59.99, -5.97, -6.26, SPS, 10
176.46, 39.31299591064, -77.03598022461, 5.93, -65.37, -9.19, -0.81, -65.76, -59.12, -6.39, -6.25, SPS, 10
176.66, 39.31299972534, -77.03599548340, 5.93, -64.59, -9.25, -0.69, -64.98, -58.12, -6.55, -6.47, SPS, 10
176.87, 39.31300354004, -77.03600311279, 5.93, -63.59, -9.31, -0.50, -63.66, -57.18, -6.41, -6.41, SPS, 10
177.07, 39.31301116943, -77.03601837158, 5.94, -62.81, -9.31, -0.25, -62.47, -56.31, -6.48, -6.51, SPS, 10
